STATION,NAME,DATE,MLY-TAVG-NORMAL,MLY-TAVG-STDDEV,MLY-TMAX-NORMAL,MLY-TMAX-STDDEV,MLY-TMIN-NORMAL,MLY-TMIN-STDDEV
USC00309670,"YORKTOWN HEIGHTS 1 W, NY US",8,71.3,2.1,80.6,2.3,62.0,2.2
USC00309670,"YORKTOWN HEIGHTS 1 W, NY US",9,63.9,2.1,73.4,2.5,54.4,2.2
USC00309670,"YORKTOWN HEIGHTS 1 W, NY US",10,52.6,2.9,62.1,2.8,43.2,3.2
USC00309670,"YORKTOWN HEIGHTS 1 W, NY US",11,43.0,2.9,51.1,3.1,34.9,2.8
USC00309670,"YORKTOWN HEIGHTS 1 W, NY US",12,32.2,4.5,39.6,4.7,24.9,4.5
USC00300668,"BIG MOOSE 3 SE, NY US",1,16.7,5.8,27.5,4.8,5.9,7.0
USC00300668,"BIG MOOSE 3 SE, NY US",2,19.2,4.4,31.8,4.3,6.7,5.1
USC00300668,"BIG MOOSE 3 SE, NY US",3,27.9,3.5,40.3,3.5,15.6,3.8
USC00300668,"BIG MOOSE 3 SE, NY US",4,41.7,2.4,54.2,3.4,29.1,2.0
USC00300668,"BIG MOOSE 3 SE, NY US",5,53.3,2.9,66.8,3.4,39.8,3.0
USC00300668,"BIG MOOSE 3 SE, NY US",6,61.7,2.2,75.0,2.7,48.4,2.5
USC00300668,"BIG MOOSE 3 SE, NY US",7,65.7,1.9,78.4,2.4,53.0,2.0
USC00300668,"BIG MOOSE 3 SE, NY US",8,64.6,2.1,77.7,2.7,51.5,2.0
USC00300668,"BIG MOOSE 3 SE, NY US",9,57.3,2.0,70.2,2.8,44.5,1.8
USC00300668,"BIG MOOSE 3 SE, NY US",10,45.1,2.9,56.9,3.7,33.3,2.7
USC00300668,"BIG MOOSE 3 SE, NY US",11,34.8,3.1,44.0,3.6,25.6,2.9
USC00300668,"BIG MOOSE 3 SE, NY US",12,22.0,5.2,31.6,4.5,12.4,6.4
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",1,26.7,5.2,33.6,5.0,19.9,5.6
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",2,27.2,4.3,35.1,4.4,19.3,4.5
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",3,34.4,3.3,43.1,3.9,25.6,3.1
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",4,45.7,2.5,55.4,2.8,36.0,2.6
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",5,56.2,3.0,66.3,3.3,46.1,2.8
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",6,66.3,2.1,75.9,2.7,56.8,2.4
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",7,70.9,2.2,79.9,2.6,62.0,2.0
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",8,69.5,2.0,78.7,2.3,60.4,1.8
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",9,62.9,1.5,71.7,2.2,54.0,1.4
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",10,52.0,2.6,60.3,2.6,43.7,2.8
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",11,42.4,3.0,49.7,3.6,35.2,2.8
USW00014747,"DUNKIRK CHAUTAUQUA CO AIRPORT, NY US",12,32.0,4.6,38.4,5.0,25.6,4.5
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",1,23.2,5.3,33.0,4.9,13.3,5.9
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",2,25.5,4.1,35.6,4.3,15.3,4.4
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",3,34.0,3.2,44.8,4.3,23.2,2.6
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",4,45.2,2.7,58.1,3.1,32.2,3.1
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",5,55.4,3.2,69.0,4.1,41.9,2.9
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",6,64.7,1.9,77.2,2.5,52.2,2.3
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",7,69.0,2.1,81.7,2.7,56.2,2.1
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",8,67.8,2.0,80.5,2.6,55.0,2.3
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",9,59.9,1.8,72.8,2.5,47.0,2.4
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",10,48.8,2.6,61.4,3.3,36.1,2.6
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",11,38.7,2.6,49.2,3.6,28.3,2.1
USW00014748,"ELMIRA CORNING REGIONAL AIRPORT, NY US",12,28.7,4.6,37.3,5.0,20.2,4.4
USC00306164,"OGDENSBURG 4 NE, NY US",1,15.5,6.4,24.9,5.9,6.0,7.2
USC00306164,"OGDENSBURG 4 NE, NY US",2,18.8,5.0,29.6,4.7,7.9,5.9
USC00306164,"OGDENSBURG 4 NE, NY US",3,29.5,3.7,39.7,3.7,19.3,4.1
USC00306164,"OGDENSBURG 4 NE, NY US",4,43.3,3.3,53.8,3.7,32.9,3.4
USC00306164,"OGDENSBURG 4 NE, NY US",5,56.1,2.7,66.7,3.0,45.4,2.7
USC00306164,"OGDENSBURG 4 NE, NY US",6,65.0,2.1,76.3,3.3,53.6,2.0
USC00306164,"OGDENSBURG 4 NE, NY US",7,70.3,2.2,80.6,2.8,59.9,2.4
USC00306164,"OGDENSBURG 4 NE, NY US",8,68.0,2.0,79.3,2.6,56.7,2.5
USC00306164,"OGDENSBURG 4 NE, NY US",9,59.6,2.4,70.5,3.2,48.7,2.0
USC00306164,"OGDENSBURG 4 NE, NY US",10,48.1,3.3,57.5,3.6,38.6,3.3
USC00306164,"OGDENSBURG 4 NE, NY US",11,36.4,3.3,44.5,4.2,28.3,2.8
USC00306164,"OGDENSBURG 4 NE, NY US",12,23.3,5.4,31.7,5.1,14.8,6.3
USC00300785,"BOONVILLE 4 SSW, NY US",1,15.5,6.1,24.3,5.3,6.7,7.1
USC00300785,"BOONVILLE 4 SSW, NY US",2,18.4,4.2,27.8,4.1,9.0,4.4
USC00300785,"BOONVILLE 4 SSW, NY US",3,27.1,3.8,36.1,3.9,18.1,3.9
USC00300785,"BOONVILLE 4 SSW, NY US",4,40.7,3.3,50.5,3.9,31.0,2.9
USC00300785,"BOONVILLE 4 SSW, NY US",5,52.6,3.3,62.9,3.8,42.2,3.0
USC00300785,"BOONVILLE 4 SSW, NY US",6,61.2,2.2,71.2,2.8,51.2,2.0
USC00300785,"BOONVILLE 4 SSW, NY US",7,65.3,2.1,74.8,2.4,55.8,2.0
USC00300785,"BOONVILLE 4 SSW, NY US",8,64.1,1.9,73.7,2.3,54.5,1.9
USC00300785,"BOONVILLE 4 SSW, NY US",9,56.3,2.3,65.9,2.7,46.8,2.2
USC00300785,"BOONVILLE 4 SSW, NY US",10,44.8,2.7,53.9,3.0,35.7,2.7
USC00300785,"BOONVILLE 4 SSW, NY US",11,33.8,3.1,41.5,3.4,26.1,2.9
USC00300785,"BOONVILLE 4 SSW, NY US",12,22.0,5.0,29.7,4.8,14.3,5.4
USC00307134,"RIVERHEAD RES FARM, NY US",1,32.0,4.4,38.7,4.5,25.4,4.4
USC00307134,"RIVERHEAD RES FARM, NY US",2,33.9,3.2,40.9,3.7,26.9,2.9
USC00307134,"RIVERHEAD RES FARM, NY US",3,40.4,2.5,48.1,2.9,32.6,2.3
USC00307134,"RIVERHEAD RES FARM, NY US",4,50.4,2.0,59.5,2.4,41.4,1.7
USC00307134,"RIVERHEAD RES FARM, NY US",5,60.3,2.0,70.1,2.6,50.5,1.6
USC00307134,"RIVERHEAD RES FARM, NY US",6,69.7,2.0,78.9,2.4,60.5,1.8
USC00307134,"RIVERHEAD RES FARM, NY US",7,74.8,1.9,83.5,2.3,66.2,1.8
USC00307134,"RIVERHEAD RES FARM, NY US",8,73.7,1.9,81.9,1.9,65.5,2.1
USC00307134,"RIVERHEAD RES FARM, NY US",9,67.1,1.7,75.1,1.9,59.2,1.8
USC00307134,"RIVERHEAD RES FARM, NY US",10,56.4,2.3,64.1,2.3,48.8,2.6
USC00307134,"RIVERHEAD RES FARM, NY US",11,46.8,2.5,53.7,2.9,39.9,2.3
USC00307134,"RIVERHEAD RES FARM, NY US",12,37.2,3.8,43.7,4.2,30.7,3.6
USC00308586,"TRIBES HILL, NY US",1,,,,,,
USC00308586,"TRIBES HILL, NY US",2,,,,,,
USC00308586,"TRIBES HILL, NY US",3,,,,,,
USC00308586,"TRIBES HILL, NY US",4,,,,,,
USC00308586,"TRIBES HILL, NY US",5,,,,,,
USC00308586,"TRIBES HILL, NY US",6,,,,,,
USC00308586,"TRIBES HILL, NY US",7,,,,,,
USC00308586,"TRIBES HILL, NY US",8,,,,,,
USC00308586,"TRIBES HILL, NY US",9,,,,,,
USC00308586,"TRIBES HILL, NY US",10,,,,,,
USC00308586,"TRIBES HILL, NY US",11,,,,,,
USC00308586,"TRIBES HILL, NY US",12,,,,,,
USC00301752,"COOPERSTOWN, NY US",1,20.5,5.6,27.2,4.9,13.9,6.4
USC00301752,"COOPERSTOWN, NY US",2,23.0,4.3,30.8,3.9,15.2,5.3
USC00301752,"COOPERSTOWN, NY US",3,31.1,3.4,39.2,3.7,23.0,3.5
USC00301752,"COOPERSTOWN, NY US",4,43.8,2.8,53.0,3.3,34.7,2.6
USC00301752,"COOPERSTOWN, NY US",5,54.6,2.9,64.5,3.5,44.7,2.7
USC00301752,"COOPERSTOWN, NY US",6,63.5,2.3,72.7,2.7,54.3,2.6
USC00301752,"COOPERSTOWN, NY US",7,67.6,2.2,76.7,2.5,58.5,2.1
USC00301752,"COOPERSTOWN, NY US",8,66.2,2.1,75.1,2.6,57.3,1.9
USC00301752,"COOPERSTOWN, NY US",9,58.7,2.1,67.6,2.9,49.9,2.1
USC00301752,"COOPERSTOWN, NY US",10,47.5,2.6,55.9,3.0,39.2,2.7
USC00301752,"COOPERSTOWN, NY US",11,37.6,2.8,43.9,3.4,31.2,2.5
USC00301752,"COOPERSTOWN, NY US",12,26.5,5.1,32.1,4.8,20.8,5.7
USC00302169,"DOWNSVILLE DAM, NY US",1,22.5,,32.4,,12.6,
USC00302169,"DOWNSVILLE DAM, NY US",2,25.4,,36.0,,14.7,
USC00302169,"DOWNSVILLE DAM, NY US",3,32.9,,43.8,,22.0,
USC00302169,"DOWNSVILLE DAM, NY US",4,44.7,,56.1,,33.2,
USC00302169,"DOWNSVILLE DAM, NY US",5,54.9,,67.3,,42.5,
USC00302169,"DOWNSVILLE DAM, NY US",6,63.8,,75.8,,51.7,
USC00302169,"DOWNSVILLE DAM, NY US",7,68.1,,80.8,,55.4,
USC00302169,"DOWNSVILLE DAM, NY US",8,67.0,,79.2,,54.7,
USC00302169,"DOWNSVILLE DAM, NY US",9,59.6,,71.4,,47.8,
USC00302169,"DOWNSVILLE DAM, NY US",10,49.0,,61.2,,36.8,
USC00302169,"DOWNSVILLE DAM, NY US",11,38.8,,48.7,,28.8,
USC00302169,"DOWNSVILLE DAM, NY US",12,28.2,,36.3,,20.0,
USC00305233,"MECKLENBURG 4 SW, NY US",1,22.4,,30.6,,14.2,
USC00305233,"MECKLENBURG 4 SW, NY US",2,24.6,,33.2,,16.0,
USC00305233,"MECKLENBURG 4 SW, NY US",3,31.5,,40.9,,22.1,
USC00305233,"MECKLENBURG 4 SW, NY US",4,43.8,,54.3,,33.3,
USC00305233,"MECKLENBURG 4 SW, NY US",5,54.2,,66.2,,42.2,
USC00305233,"MECKLENBURG 4 SW, NY US",6,62.9,,74.0,,51.7,
USC00305233,"MECKLENBURG 4 SW, NY US",7,67.1,,78.1,,56.0,
USC00305233,"MECKLENBURG 4 SW, NY US",8,65.9,,77.3,,54.4,
USC00305233,"MECKLENBURG 4 SW, NY US",9,58.9,,70.6,,47.2,
USC00305233,"MECKLENBURG 4 SW, NY US",10,47.6,,58.0,,37.2,
USC00305233,"MECKLENBURG 4 SW, NY US",11,38.4,,46.6,,30.1,
USC00305233,"MECKLENBURG 4 SW, NY US",12,27.3,,34.6,,19.9,
USC00306047,"NORTH TONAWANDA, NY US",1,24.5,,32.3,,16.7,
USC00306047,"NORTH TONAWANDA, NY US",2,27.3,,35.8,,18.7,
USC00306047,"NORTH TONAWANDA, NY US",3,34.5,,44.0,,25.0,
USC00306047,"NORTH TONAWANDA, NY US",4,45.8,,56.2,,35.3,
USC00306047,"NORTH TONAWANDA, NY US",5,57.1,,68.6,,45.5,
USC00306047,"NORTH TONAWANDA, NY US",6,66.9,,77.7,,56.0,
USC00306047,"NORTH TONAWANDA, NY US",7,71.3,,81.9,,60.6,
USC00306047,"NORTH TONAWANDA, NY US",8,69.8,,80.3,,59.2,
USC00306047,"NORTH TONAWANDA, NY US",9,62.3,,72.7,,51.9,
USC00306047,"NORTH TONAWANDA, NY US",10,50.9,,60.4,,41.4,
USC00306047,"NORTH TONAWANDA, NY US",11,40.3,,48.7,,31.8,
USC00306047,"NORTH TONAWANDA, NY US",12,30.3,,37.4,,23.2,
USW00094745,"WESTCHESTER CO AIRPORT, NY US",1,28.3,5.0,35.4,5.0,21.1,5.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",2,30.9,3.7,38.8,4.0,22.9,3.6
USW00094745,"WESTCHESTER CO AIRPORT, NY US",3,38.0,2.9,46.8,3.3,29.3,2.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",4,48.6,2.2,58.0,2.7,39.3,1.9
USW00094745,"WESTCHESTER CO AIRPORT, NY US",5,58.3,2.5,68.0,3.0,48.6,2.1
USW00094745,"WESTCHESTER CO AIRPORT, NY US",6,68.0,1.8,77.0,2.2,58.9,1.7
USW00094745,"WESTCHESTER CO AIRPORT, NY US",7,72.8,2.3,81.6,2.7,63.9,2.0
USW00094745,"WESTCHESTER CO AIRPORT, NY US",8,71.4,2.1,79.9,2.3,62.9,2.0
USW00094745,"WESTCHESTER CO AIRPORT, NY US",9,63.8,2.1,72.5,2.5,55.1,2.2
USW00094745,"WESTCHESTER CO AIRPORT, NY US",10,52.6,2.7,61.5,2.8,43.7,2.8
USW00094745,"WESTCHESTER CO AIRPORT, NY US",11,43.7,2.6,51.4,2.9,36.0,2.5
USW00094745,"WESTCHESTER CO AIRPORT, NY US",12,33.6,4.2,40.4,4.4,26.8,4.1
USC00301595,"COBLESKILL 2 ESE, NY US",1,21.2,5.6,30.0,5.3,12.3,6.1
USC00301595,"COBLESKILL 2 ESE, NY US",2,23.8,4.4,33.3,4.4,14.4,4.8
USC00301595,"COBLESKILL 2 ESE, NY US",3,31.3,3.3,41.3,3.7,21.4,3.4
USC00301595,"COBLESKILL 2 ESE, NY US",4,44.2,3.1,55.2,3.7,33.2,2.8
USC00301595,"COBLESKILL 2 ESE, NY US",5,55.0,2.8,66.7,3.3,43.4,2.5
USC00301595,"COBLESKILL 2 ESE, NY US",6,63.9,2.1,74.7,2.5,53.1,2.2
USC00301595,"COBLESKILL 2 ESE, NY US",7,68.4,2.1,79.0,2.4,57.8,2.1
USC00301595,"COBLESKILL 2 ESE, NY US",8,66.7,1.9,77.5,2.5,55.9,1.8
USC00301595,"COBLESKILL 2 ESE, NY US",9,59.1,1.9,70.2,2.3,48.1,2.1
USC00301595,"COBLESKILL 2 ESE, NY US",10,47.8,2.6,57.9,2.7,37.6,2.9
USC00301595,"COBLESKILL 2 ESE, NY US",11,38.4,2.6,46.8,3.3,30.0,2.2
USC00301595,"COBLESKILL 2 ESE, NY US",12,26.7,4.8,34.6,5.1,18.9,4.7
USC00302047,"DELTA DAM, NY US",1,19.8,,29.2,,10.3,
USC00302047,"DELTA DAM, NY US",2,22.8,,33.3,,12.2,
USC00302047,"DELTA DAM, NY US",3,31.0,,41.1,,20.8,
USC00302047,"DELTA DAM, NY US",4,45.0,,56.1,,33.9,
USC00302047,"DELTA DAM, NY US",5,55.7,,68.0,,43.3,
USC00302047,"DELTA DAM, NY US",6,64.9,,76.0,,53.7,
USC00302047,"DELTA DAM, NY US",7,69.0,,80.3,,57.7,
USC00302047,"DELTA DAM, NY US",8,67.6,,78.3,,56.8,
USC00302047,"DELTA DAM, NY US",9,60.2,,71.5,,48.9,
USC00302047,"DELTA DAM, NY US",10,48.4,,58.0,,38.8,
USC00302047,"DELTA DAM, NY US",11,38.9,,47.0,,30.7,
USC00302047,"DELTA DAM, NY US",12,27.0,,34.9,,19.0,
USC00305113,"MARYLAND 6 SW, NY US",1,20.4,5.7,29.6,5.1,11.3,6.5
USC00305113,"MARYLAND 6 SW, NY US",2,22.6,4.5,32.4,4.3,12.7,5.2
USC00305113,"MARYLAND 6 SW, NY US",3,30.4,3.4,40.9,3.8,19.8,3.2
USC00305113,"MARYLAND 6 SW, NY US",4,43.1,2.8,54.5,3.8,31.6,2.5
USC00305113,"MARYLAND 6 SW, NY US",5,53.7,2.9,66.1,3.4,41.2,2.7
USC00305113,"MARYLAND 6 SW, NY US",6,62.5,2.1,74.2,2.6,50.9,2.4
USC00305113,"MARYLAND 6 SW, NY US",7,66.7,2.1,78.2,2.4,55.3,2.1
USC00305113,"MARYLAND 6 SW, NY US",8,65.7,1.9,77.1,2.5,54.2,1.8
USC00305113,"MARYLAND 6 SW, NY US",9,58.4,1.9,69.5,2.5,47.2,2.1
USC00305113,"MARYLAND 6 SW, NY US",10,47.0,2.8,57.9,3.2,36.1,2.8
USC00305113,"MARYLAND 6 SW, NY US",11,37.4,2.7,45.9,3.4,28.8,2.4
USC00305113,"MARYLAND 6 SW, NY US",12,26.3,5.2,34.1,5.1,18.6,5.5
USC00305597,"MOUNT MORRIS 2 W, NY US",1,23.4,5.6,31.7,4.9,15.2,6.4
USC00305597,"MOUNT MORRIS 2 W, NY US",2,25.7,4.4,34.5,4.7,16.9,4.4
USC00305597,"MOUNT MORRIS 2 W, NY US",3,33.5,3.5,43.1,3.9,23.9,3.4
USC00305597,"MOUNT MORRIS 2 W, NY US",4,46.0,2.8,56.8,3.4,35.2,2.7
USC00305597,"MOUNT MORRIS 2 W, NY US",5,57.0,3.3,68.5,3.9,45.5,3.0
USC00305597,"MOUNT MORRIS 2 W, NY US",6,66.0,2.2,77.1,2.7,54.9,2.4
USC00305597,"MOUNT MORRIS 2 W, NY US",7,70.3,2.2,81.1,2.7,59.5,2.0
USC00305597,"MOUNT MORRIS 2 W, NY US",8,68.6,2.1,79.4,2.5,57.9,2.0
USC00305597,"MOUNT MORRIS 2 W, NY US",9,61.3,1.9,72.7,2.6,49.9,1.8
USC00305597,"MOUNT MORRIS 2 W, NY US",10,50.2,2.6,60.5,3.0,39.9,2.7
USC00305597,"MOUNT MORRIS 2 W, NY US",11,39.9,3.0,48.3,3.6,31.6,2.7
USC00305597,"MOUNT MORRIS 2 W, NY US",12,29.4,4.9,36.6,5.3,22.1,4.7
USC00305751,"NEW LONDON LOCK 22, NY US",1,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",2,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",3,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",4,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",5,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",6,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",7,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",8,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",9,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",10,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",11,,,,,,
USC00305751,"NEW LONDON LOCK 22, NY US",12,,,,,,
USC00300023,"ADDISON, NY US",1,23.1,5.5,32.6,5.0,13.6,6.2
USC00300023,"ADDISON, NY US",2,25.9,5.0,35.8,4.8,16.1,5.8
USC00300023,"ADDISON, NY US",3,33.1,3.6,44.1,3.9,22.1,3.8
USC00300023,"ADDISON, NY US",4,45.1,2.3,57.8,2.9,32.4,2.1
USC00300023,"ADDISON, NY US",5,55.4,3.4,69.3,3.5,41.4,3.7
USC00300023,"ADDISON, NY US",6,64.1,2.0,77.2,2.5,50.9,2.6
USC00300023,"ADDISON, NY US",7,68.3,2.2,81.0,2.9,55.7,1.8
USC00300023,"ADDISON, NY US",8,66.9,2.6,79.3,3.1,54.5,2.5
USC00300023,"ADDISON, NY US",9,59.9,1.7,72.1,2.8,47.7,1.5
USC00300023,"ADDISON, NY US",10,48.6,2.6,60.3,2.9,36.9,2.6
USC00300023,"ADDISON, NY US",11,39.0,2.6,48.8,4.0,29.2,1.5
USC00300023,"ADDISON, NY US",12,28.4,4.9,36.4,5.3,20.4,5.0
USC00303773,"HEMLOCK, NY US",1,23.9,5.4,31.7,5.2,16.0,5.9
USC00303773,"HEMLOCK, NY US",2,25.5,4.5,34.4,4.8,16.5,4.8
USC00303773,"HEMLOCK, NY US",3,33.2,3.5,43.1,3.8,23.4,3.5
USC00303773,"HEMLOCK, NY US",4,45.9,2.7,56.5,3.3,35.3,2.5
USC00303773,"HEMLOCK, NY US",5,56.6,3.1,67.9,3.6,45.3,2.9
USC00303773,"HEMLOCK, NY US",6,65.7,1.9,76.4,2.4,55.1,2.3
USC00303773,"HEMLOCK, NY US",7,69.9,2.2,80.1,2.7,59.7,2.2
USC00303773,"HEMLOCK, NY US",8,68.3,2.1,78.4,2.4,58.3,2.2
USC00303773,"HEMLOCK, NY US",9,61.6,1.8,71.1,2.4,52.0,1.6
USC00303773,"HEMLOCK, NY US",10,50.3,2.8,59.4,3.2,41.2,2.7
USC00303773,"HEMLOCK, NY US",11,40.3,2.9,48.2,3.7,32.3,2.4
USC00303773,"HEMLOCK, NY US",12,29.5,4.7,36.4,5.4,22.6,4.4
USC00304102,"INDIAN LAKE 2 SW, NY US",1,14.9,6.0,25.3,5.1,4.5,7.1
USC00304102,"INDIAN LAKE 2 SW, NY US",2,17.3,4.1,28.7,3.9,5.9,4.8
USC00304102,"INDIAN LAKE 2 SW, NY US",3,25.9,3.5,36.9,3.2,14.8,4.2
USC00304102,"INDIAN LAKE 2 SW, NY US",4,39.1,2.9,50.0,3.6,28.2,2.7
USC00304102,"INDIAN LAKE 2 SW, NY US",5,50.7,2.8,62.6,3.5,38.9,2.4
USC00304102,"INDIAN LAKE 2 SW, NY US",6,59.8,2.1,70.7,2.8,48.8,2.3
USC00304102,"INDIAN LAKE 2 SW, NY US",7,63.8,1.9,74.4,2.3,53.3,2.0
USC00304102,"INDIAN LAKE 2 SW, NY US",8,62.5,1.9,73.0,2.2,52.0,2.0
USC00304102,"INDIAN LAKE 2 SW, NY US",9,55.1,2.2,65.7,2.4,44.5,2.3
USC00304102,"INDIAN LAKE 2 SW, NY US",10,43.7,2.7,53.9,3.4,33.5,2.7
USC00304102,"INDIAN LAKE 2 SW, NY US",11,33.4,2.9,41.8,3.4,25.0,2.8
USC00304102,"INDIAN LAKE 2 SW, NY US",12,21.2,5.3,30.1,4.9,12.4,6.2
USC00308746,"VALATIE 1 N, NY US",1,23.8,5.6,33.1,5.2,14.6,6.0
USC00308746,"VALATIE 1 N, NY US",2,27.2,4.0,36.9,4.0,17.4,4.5
USC00308746,"VALATIE 1 N, NY US",3,35.8,3.4,45.7,3.7,25.8,3.4
USC00308746,"VALATIE 1 N, NY US",4,48.0,2.5,59.0,3.3,37.0,2.3
USC00308746,"VALATIE 1 N, NY US",5,58.9,2.7,70.5,3.2,47.2,2.5
USC00308746,"VALATIE 1 N, NY US",6,67.8,2.0,78.8,2.7,56.7,2.0
USC00308746,"VALATIE 1 N, NY US",7,72.3,1.8,83.5,2.1,61.0,1.9
USC00308746,"VALATIE 1 N, NY US",8,70.7,1.9,81.8,1.9,59.6,2.0
USC00308746,"VALATIE 1 N, NY US",9,62.7,1.9,74.2,2.4,51.3,2.0
USC00308746,"VALATIE 1 N, NY US",10,50.9,2.7,62.2,2.9,39.5,3.0
USC00308746,"VALATIE 1 N, NY US",11,41.4,2.4,50.6,3.0,32.2,2.2
USC00308746,"VALATIE 1 N, NY US",12,30.1,4.7,38.6,4.5,21.6,5.3
USC00301110,"CAMDEN, NY US",1,18.2,6.0,27.5,5.0,8.9,7.1
USC00301110,"CAMDEN, NY US",2,20.2,4.8,30.6,4.0,9.7,5.8
USC00301110,"CAMDEN, NY US",3,29.5,3.6,39.8,3.8,19.1,3.7
USC00301110,"CAMDEN, NY US",4,43.4,2.7,54.1,3.7,32.7,2.2
USC00301110,"CAMDEN, NY US",5,54.3,2.9,66.6,3.3,42.0,2.6
USC00301110,"CAMDEN, NY US",6,63.6,2.3,75.3,2.8,51.8,2.7
USC00301110,"CAMDEN, NY US",7,67.6,1.8,79.7,2.0,55.5,2.0
USC00301110,"CAMDEN, NY US",8,66.5,1.8,78.2,2.1,54.8,1.8
USC00301110,"CAMDEN, NY US",9,58.8,2.1,70.7,2.7,46.9,2.2
USC00301110,"CAMDEN, NY US",10,47.6,2.6,58.4,3.0,36.7,3.0
USC00301110,"CAMDEN, NY US",11,37.4,2.8,45.8,3.6,29.0,2.5
USC00301110,"CAMDEN, NY US",12,25.8,5.2,33.4,4.6,18.3,6.1
USC00305512,"MORRISVILLE 6 SW, NY US",1,19.2,5.8,27.1,5.2,11.3,6.6
USC00305512,"MORRISVILLE 6 SW, NY US",2,21.7,4.3,30.4,4.1,13.1,4.8
USC00305512,"MORRISVILLE 6 SW, NY US",3,29.8,3.7,39.1,4.4,20.6,3.5
USC00305512,"MORRISVILLE 6 SW, NY US",4,42.9,2.9,52.9,3.4,32.8,2.8
USC00305512,"MORRISVILLE 6 SW, NY US",5,54.0,2.9,64.6,3.4,43.3,2.6
USC00305512,"MORRISVILLE 6 SW, NY US",6,62.5,2.3,72.6,2.7,52.5,2.6
USC00305512,"MORRISVILLE 6 SW, NY US",7,66.4,2.0,76.3,2.4,56.5,1.9
USC00305512,"MORRISVILLE 6 SW, NY US",8,65.3,1.9,75.0,2.2,55.6,1.9
USC00305512,"MORRISVILLE 6 SW, NY US",9,58.3,1.9,67.9,2.4,48.6,1.9
USC00305512,"MORRISVILLE 6 SW, NY US",10,46.4,2.8,55.4,3.2,37.3,2.8
USC00305512,"MORRISVILLE 6 SW, NY US",11,36.3,2.6,43.7,3.4,28.8,2.0
USC00305512,"MORRISVILLE 6 SW, NY US",12,24.8,4.9,31.6,4.8,17.9,5.4
USC00308987,"WATERLOO, NY US",1,,,,,,
USC00308987,"WATERLOO, NY US",2,,,,,,
USC00308987,"WATERLOO, NY US",3,,,,,,
USC00308987,"WATERLOO, NY US",4,,,,,,
USC00308987,"WATERLOO, NY US",5,,,,,,
USC00308987,"WATERLOO, NY US",6,,,,,,
USC00308987,"WATERLOO, NY US",7,,,,,,
USC00308987,"WATERLOO, NY US",8,,,,,,
USC00308987,"WATERLOO, NY US",9,,,,,,
USC00308987,"WATERLOO, NY US",10,,,,,,
USC00308987,"WATERLOO, NY US",11,,,,,,
USC00308987,"WATERLOO, NY US",12,,,,,,
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",1,25.3,4.8,34.7,4.7,15.9,5.0
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",2,28.2,3.7,38.3,4.1,18.0,3.7
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",3,36.7,3.0,47.2,3.5,26.3,3.0
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",4,48.2,2.1,60.2,2.9,36.3,1.7
USW00004789,"MONTGOMERY ORANGE CO AIRPORT, NY US",5,57.9,2.5,70.5,3.1,45.4,2.2
